NCESSCH,SCHNAM04,FRELCH04,REDLCH04,TOTFRL04,MEMBER04,ASIAN04,HISP04,BLACK04,WHITE04,PUPTCH04,SCHNAM06,FRELCH06,REDLCH06,TOTFRL06,MEMBER06,ASIAN06,HISP06,BLACK06,WHITE06,PUPTCH06
220162001236,BERWICK HIGH SCHOOL,138,45,183,471,4,6,49,407,15.5,BERWICK HIGH SCHOOL,153,41,194,478,2,7,40,428,14.8
220162001237,BERWICK JUNIOR HIGH SCHOOL,162,46,208,420,2,11,44,361,15.7,BERWICK JUNIOR HIGH SCHOOL,175,51,226,416,2,10,43,355,17
220162001238,CENTERVILLE HIGH SCHOOL,343,74,417,616,1,1,221,386,14.9,CENTERVILLE HIGH SCHOOL,385,49,434,610,1,3,228,369,14.3
220162001241,W.P. FOSTER ELEMENTARY SCHOOL,199,22,221,299,3,0,219,74,12.1,W.P. FOSTER ELEMENTARY SCHOOL,184,17,201,248,1,0,195,50,10.9
220162001242,FRANKLIN SENIOR HIGH SCHOOL,339,42,381,548,1,5,411,131,14.5,FRANKLIN SENIOR HIGH SCHOOL,369,30,399,529,2,1,398,126,14.6
220162001243,FRANKLIN JUNIOR HIGH SCHOOL,346,45,391,451,1,1,367,80,14.9,FRANKLIN JUNIOR HIGH SCHOOL,342,20,362,390,0,0,333,56,14.9
220162001244,THOMAS GIBBS ELEMENTARY SCHOOL,161,6,167,194,1,0,169,24,11.3,THOMAS GIBBS ELEMENTARY SCHOOL,117,12,129,151,3,0,131,17,9.9
220162001246,G.W. HAMILTON ELEMENTARY SCHOOL,128,15,143,159,0,0,142,17,11.5,G.W. HAMILTON ELEMENTARY SCHOOL,129,4,133,167,0,0,157,10,12
220162001247,MARY HINES ELEMENTARY SCHOOL,127,21,148,201,0,0,108,89,13.1,MARY HINES ELEMENTARY SCHOOL,140,4,144,192,0,0,114,74,11.8
220162001248,EDWARD BOUDREAUX MIDDLE SCHOOL,240,33,273,351,3,1,244,101,14.5,EDWARD BOUDREAUX MIDDLE SCHOOL,247,22,269,319,2,1,228,87,14.200000000000001
220162001249,LAGRANGE ELEMENTARY SCHOOL,175,12,187,227,0,0,175,52,12.9,LAGRANGE ELEMENTARY SCHOOL,171,-1,174,234,1,0,200,33,13.4
220162001250,JULIA B. MAITLAND SCHOOL,163,26,189,254,1,10,114,129,13.8,JULIA B. MAITLAND SCHOOL,188,14,202,264,0,7,130,127,14.3
220162001251,MORGAN CITY HIGH SCHOOL,341,36,377,770,67,31,262,409,14.9,MORGAN CITY HIGH SCHOOL,397,60,457,777,57,38,266,414,15
220162001252,MORGAN CITY JUNIOR HIGH SCHOOL,360,53,413,620,36,38,220,322,14.8,MORGAN CITY JUNIOR HIGH SCHOOL,385,56,441,613,30,51,233,294,16.1
220162001253,WEST ST. MARY HIGH SCHOOL,294,39,333,534,8,2,319,175,14.4,WEST ST. MARY HIGH SCHOOL,318,21,339,487,8,2,307,161,13.8
220162001254,PATTERSON HIGH SCHOOL,222,38,260,516,1,6,221,287,15.8,PATTERSON HIGH SCHOOL,247,59,306,527,2,10,232,280,16
220162001255,PATTERSON JUNIOR HIGH SCHOOL,371,77,448,673,0,12,317,343,14.5,PATTERSON JUNIOR HIGH SCHOOL,361,69,430,642,1,7,290,341,15
220162001257,M.D. SHANNON ELEMENTARY SCHOOL,138,14,152,168,0,7,97,64,12.4,M.D. SHANNON ELEMENTARY SCHOOL,153,12,165,204,0,8,122,74,13.1
220162001259,HATTIE A. WATTS ELEMENTARY SCHOOL,283,47,330,464,2,4,224,234,14.1,HATTIE A. WATTS ELEMENTARY SCHOOL,249,35,284,470,1,7,218,244,15.5
220162001261,J. A. HERNANDEZ ELEMENTARY SCHOOL,294,16,310,367,1,2,327,33,13.8,J. A. HERNANDEZ ELEMENTARY SCHOOL,225,13,238,278,1,2,243,32,11
220162001262,WYANDOTTE ELEMENTARY SCHOOL,150,30,180,285,10,9,93,170,12.8,WYANDOTTE ELEMENTARY SCHOOL,131,14,145,289,15,16,82,174,12.4
220162001946,ST. MARY PARISH ALTERNATIVE SCHOOL,50,2,52,59,0,1,47,11,6.3,ST. MARY PARISH ALTERNATIVE SCHOOL,53,-1,55,60,0,0,50,10,8.5
220162001947,M.E. NORMAN ELEMENTARY SCHOOL,125,19,144,240,2,7,91,139,13.3,M.E. NORMAN ELEMENTARY SCHOOL,127,16,143,244,1,6,90,147,13.9
220165000384,CYPRESS COVE ELEMENTARY SCHOOL,199,41,240,755,17,23,95,615,14.4,CYPRESS COVE ELEMENTARY SCHOOL,181,40,221,683,16,22,85,558,12.6
220165000400,PONTCHARTRAIN ELEMENTARY SCHOOL,53,42,95,874,21,6,26,821,14.6,PONTCHARTRAIN ELEMENTARY SCHOOL,61,21,82,888,21,13,32,814,13.1
220165000403,TCHEFUNCTE MIDDLE SCHOOL,67,29,96,811,9,12,32,745,14.7,TCHEFUNCTE MIDDLE SCHOOL,80,37,117,825,25,24,34,738,13.4
220165000412,FONTAINEBLEAU HIGH SCHOOL,260,59,319,2193,20,22,208,1935,15.9,FONTAINEBLEAU HIGH SCHOOL,461,99,560,2230,32,43,191,1955,15.200000000000001
220165000589,FONTAINEBLEAU JUNIOR HIGH SCHOOL,261,71,332,1226,16,27,132,1046,15.3,FONTAINEBLEAU JUNIOR HIGH SCHOOL,212,62,274,831,10,25,70,722,15.200000000000001
220165000822,OPERATION JUMPSTART ALTERNATIVE SCHOOL,71,4,75,103,0,0,45,58,8.6,OPERATION JUMPSTART ALTERNATIVE SCHOOL,73,5,78,115,1,3,51,60,8.8
220165000823,SLIDELL PATHWAYS SCHOOL,31,1,32,39,0,0,23,16,1.7,SLIDELL PATHWAYS SCHOOL,42,-1,43,47,0,1,20,26,2.3000000000000003
220165001258,MAGNOLIA TRACE ELEMENTARY SCHOOL,89,21,110,835,10,11,28,783,16.2,MAGNOLIA TRACE ELEMENTARY SCHOOL,118,37,155,861,12,19,35,794,14.3
220165001263,ABITA SPRINGS ELEMENTARY SCHOOL,254,110,364,637,3,13,81,539,15.4,ABITA SPRINGS ELEMENTARY SCHOOL,330,136,466,703,4,15,93,591,15.200000000000001
220165001264,W.L. ABNEY ELEMENTARY SCHOOL,391,99,490,882,25,36,294,524,14.1,W.L. ABNEY ELEMENTARY SCHOOL,505,58,563,737,27,12,308,387,14.1
220165001265,ALTON ELEMENTARY SCHOOL,152,10,162,169,0,3,138,28,8.5,ALTON ELEMENTARY SCHOOL,164,14,178,181,0,4,146,31,8.6
220165001266,BAYOU LACOMBE MIDDLE SCHOOL,140,10,150,180,0,3,101,75,11.3,BAYOU LACOMBE MIDDLE SCHOOL,129,13,142,160,0,5,96,59,9.6
220165001267,BONNE ECOLE ELEMENTARY SCHOOL,146,68,214,671,5,19,72,574,13,BONNE ECOLE ELEMENTARY SCHOOL,217,65,282,625,10,17,73,525,12.4
220165001268,BOYET JUNIOR HIGH SCHOOL,180,59,239,751,16,16,134,580,14.3,BOYET JUNIOR HIGH SCHOOL,199,44,243,734,15,13,110,596,14
220165001269,GLYNN H. BROCK ELEMENTARY SCHOOL,258,16,274,300,0,5,213,81,11.1,GLYNN H. BROCK ELEMENTARY SCHOOL,184,9,193,201,1,8,151,41,12.6
220165001271,CAROLYN PARK MIDDLE SCHOOL,334,82,416,666,6,13,302,341,16.9,CAROLYN PARK MIDDLE SCHOOL,388,42,430,631,6,23,258,342,16.9
220165001272,CHAHTA-IMA ELEMENTARY SCHOOL,248,33,281,314,2,1,184,127,10.5,CHAHTA-IMA ELEMENTARY SCHOOL,244,50,294,328,4,6,190,127,10.6
220165001273,COVINGTON ELEMENTARY SCHOOL,288,47,335,493,1,5,148,339,11.5,COVINGTON ELEMENTARY SCHOOL,291,47,338,504,4,8,139,353,10.8
220165001274,COVINGTON HIGH SCHOOL,326,65,391,1511,7,21,248,1229,14.7,COVINGTON HIGH SCHOOL,459,91,550,1552,4,27,233,1281,15.1
220165001277,FIFTH WARD JUNIOR HIGH SCHOOL,238,78,316,620,0,2,19,598,14.5,FIFTH WARD JUNIOR HIGH SCHOOL,254,84,338,575,4,1,15,555,13.4
220165001278,FLORIDA AVENUE ELEMENTARY SCHOOL,300,44,344,493,0,27,207,259,12.4,FLORIDA AVENUE ELEMENTARY SCHOOL,313,47,360,484,7,39,161,275,12.5
220165001279,FOLSOM ELEMENTARY SCHOOL,233,78,311,474,0,15,124,335,12.8,FOLSOM ELEMENTARY SCHOOL,293,58,351,478,0,12,127,339,12.700000000000001
220165001280,FOLSOM JUNIOR HIGH SCHOOL,92,33,125,245,0,7,60,178,13.2,FOLSOM JUNIOR HIGH SCHOOL,104,17,121,205,0,5,49,151,11.3
220165001281,LEE ROAD JUNIOR HIGH SCHOOL,300,73,373,779,0,2,0,775,13.9,LEE ROAD JUNIOR HIGH SCHOOL,294,93,387,761,0,2,1,756,13.5
220165001282,E. E. LYON ELEMENTARY SCHOOL,355,54,409,581,2,19,229,327,12.3,E. E. LYON ELEMENTARY SCHOOL,334,74,408,554,7,23,237,281,11.8
220165001283,MADISONVILLE ELEMENTARY SCHOOL,119,44,163,426,3,6,37,380,12.4,MADISONVILLE ELEMENTARY SCHOOL,163,79,242,619,2,13,57,538,15.4
220165001284,MANDEVILLE ELEMENTARY SCHOOL,68,17,85,566,16,29,40,480,12.5,MANDEVILLE ELEMENTARY SCHOOL,94,22,116,526,18,26,44,438,11.6
220165001285,MANDEVILLE HIGH SCHOOL,115,34,149,1646,19,28,89,1494,15.8,MANDEVILLE HIGH SCHOOL,146,42,188,1668,26,31,101,1504,15
220165001286,MANDEVILLE MIDDLE SCHOOL,88,34,122,709,8,12,37,648,15.8,MANDEVILLE MIDDLE SCHOOL,64,21,85,676,8,18,28,621,15.8
220165001287,PEARL RIVER HIGH SCHOOL,190,69,259,601,0,9,70,516,12.5,PEARL RIVER HIGH SCHOOL,297,71,368,706,0,20,70,614,14.200000000000001
220165001289,PINE VIEW MIDDLE SCHOOL,281,54,335,568,1,8,188,365,11.8,PINE VIEW MIDDLE SCHOOL,346,68,414,648,5,22,204,410,13
220165001290,WILLIAM PITCHER JUNIOR HIGH SCHOOL,162,25,187,360,0,5,101,247,10.3,WILLIAM PITCHER JUNIOR HIGH SCHOOL,143,27,170,315,2,3,102,205,9.3
220165001292,SALMEN HIGH SCHOOL,262,46,308,924,38,19,305,557,15.8,SALMEN HIGH SCHOOL,310,54,364,778,37,24,299,415,14
220165001293,SIXTH WARD ELEMENTARY SCHOOL,188,38,226,300,0,5,1,294,11.1,SIXTH WARD ELEMENTARY SCHOOL,238,69,307,383,0,5,1,375,12.200000000000001
220165001294,SLIDELL HIGH SCHOOL,369,108,477,1889,29,37,426,1383,16.4,SLIDELL HIGH SCHOOL,556,105,661,1759,32,47,441,1235,15.3
220165001295,SLIDELL JUNIOR HIGH SCHOOL,345,93,438,1018,15,26,283,690,16.4,SLIDELL JUNIOR HIGH SCHOOL,379,85,464,908,12,36,288,569,16.8
220165001535,LAKE HARBOR MIDDLE SCHOOL,73,28,101,573,12,8,27,523,14.4,LAKE HARBOR MIDDLE SCHOOL,87,33,120,612,9,15,33,555,14.9
220165001565,ABITA SPRINGS MIDDLE SCHOOL,143,44,187,381,2,12,53,313,15.2,ABITA SPRINGS MIDDLE SCHOOL,154,49,203,410,2,8,49,348,16.9
220165001566,CLEARWOOD JUNIOR HIGH SCHOOL,205,58,263,671,11,10,152,497,13.2,CLEARWOOD JUNIOR HIGH SCHOOL,203,64,267,594,6,14,125,449,12.9
220165001567,MANDEVILLE JUNIOR HIGH SCHOOL,58,26,84,702,13,16,45,623,13.3,MANDEVILLE JUNIOR HIGH SCHOOL,71,20,91,600,6,12,24,549,11.5
220165001591,CREEKSIDE JUNIOR HIGH,278,74,352,549,0,13,60,472,15.5,CREEKSIDE JUNIOR HIGH,295,64,359,554,1,12,49,491,15.9
220165001647,COVINGTON PATHWAYS SCHOOL,22,2,24,27,0,0,20,7,1.2,COVINGTON PATHWAYS SCHOOL,24,-1,25,34,0,0,16,18,1.4000000000000001
220165001648,LITTLE OAK MIDDLE SCHOOL,263,51,314,1087,24,30,190,840,17.1,LITTLE OAK MIDDLE SCHOOL,253,53,306,940,31,35,135,736,15
220165001649,MADISONVILLE JUNIOR HIGH SCHOOL,112,30,142,444,3,4,46,388,12.8,MADISONVILLE JUNIOR HIGH SCHOOL,157,40,197,585,4,9,46,523,15.200000000000001
220165001650,NORTHSHORE HIGH SCHOOL,184,85,269,1607,46,26,221,1311,16.1,NORTHSHORE HIGH SCHOOL,294,74,368,1496,46,33,214,1201,15
220165001651,ST. TAMMANY JUNIOR HIGH SCHOOL,308,52,360,583,12,13,265,291,13.8,ST. TAMMANY JUNIOR HIGH SCHOOL,299,22,321,429,20,19,211,177,16.4
220165001716,BAYOU WOODS ELEMENTARY SCHOOL,452,85,537,899,12,24,349,514,14.1,BAYOU WOODS ELEMENTARY SCHOOL,470,76,546,799,9,27,347,415,13.3
220165001897,RIVERSIDE ELEMENTARY SCHOOL,367,78,445,692,2,11,31,645,14.4,RIVERSIDE ELEMENTARY SCHOOL,439,54,493,710,1,9,47,649,14.5
220165001898,WOODLAKE ELEMENTARY SCHOOL,108,32,140,631,5,13,36,574,14,WOODLAKE ELEMENTARY SCHOOL,143,32,175,684,5,15,33,630,13.9
220165001949,HONEY ISLAND ELEMENTARY SCHOOL,140,39,179,642,16,14,114,496,14.1,HONEY ISLAND ELEMENTARY SCHOOL,152,40,192,610,20,26,70,492,13.6
220165001950,WHISPERING FOREST ELEMENTARY SCHOOL,170,58,228,523,3,9,103,408,15.6,WHISPERING FOREST ELEMENTARY SCHOOL,181,59,240,510,5,15,74,413,13.200000000000001
220168000414,FLORIDA PARISHES JUVENILE DETENTION CNTR.,78,0,78,81,0,1,39,41,13.5,FLORIDA PARISHES JUVENILE DETENTION CNTR.,10,0,10,82,0,0,43,39,11.700000000000001
220168000594,CRYSTAL ACADEMY,62,1,63,66,0,0,64,2,9.4,CRYSTAL ACADEMY,82,0,82,87,0,0,83,4,10.9
220168001297,AMITE ELEMENTARY SCHOOL,553,59,612,740,4,3,477,255,17.5,AMITE ELEMENTARY SCHOOL,559,52,611,706,3,1,482,219,17.5
220168001298,AMITE HIGH SCHOOL,345,41,386,529,0,1,338,190,15.3,AMITE HIGH SCHOOL,375,39,414,567,2,1,387,177,17.3
220168001299,CHAMP COOPER ELEMENTARY SCHOOL,239,79,318,601,1,3,20,577,18.8,CHAMP COOPER ELEMENTARY SCHOOL,293,77,370,709,1,5,37,661,17.5
220168001300,CHESBROUGH ELEMENTARY SCHOOL,322,30,352,415,0,6,91,318,18.7,CHESBROUGH ELEMENTARY SCHOOL,268,39,307,406,0,5,68,333,17.400000000000002
220168001304,HAMMOND HIGH SCHOOL,603,99,702,1239,15,13,682,528,18.3,HAMMOND HIGH SCHOOL,695,112,807,1321,12,23,794,492,19.1
220168001305,HAMMOND JUNIOR HIGH SCHOOL,392,43,435,468,0,4,417,47,16.5,HAMMOND JUNIOR HIGH SCHOOL,402,24,426,469,2,5,422,40,15.3
220168001306,INDEPENDENCE ELEMENTARY SCHOOL,354,25,379,423,2,36,257,128,13.6,INDEPENDENCE ELEMENTARY SCHOOL,388,38,426,452,0,45,280,127,15.3
220168001307,INDEPENDENCE HIGH SCHOOL,307,47,354,520,7,23,224,266,15.9,INDEPENDENCE HIGH SCHOOL,349,29,378,538,6,24,249,257,17
220168001308,INDEPENDENCE MIDDLE SCHOOL,285,22,307,349,4,11,202,132,15.9,INDEPENDENCE MIDDLE SCHOOL,293,22,315,348,3,22,218,105,18.6
220168001309,O.W. DILLON MEMORIAL ELEMENTARY SCHOOL,445,15,460,476,0,0,452,24,15.8,O.W. DILLON MEMORIAL ELEMENTARY SCHOOL,478,9,487,503,0,0,476,27,16
220168001310,KENTWOOD HIGH SCHOOL,293,15,308,329,3,0,310,16,12.9,KENTWOOD HIGH SCHOOL,271,18,289,298,1,0,287,10,11.6
220168001311,LORANGER ELEMENTARY SCHOOL,354,94,448,736,1,6,101,623,19.3,LORANGER ELEMENTARY SCHOOL,332,119,451,788,1,5,100,676,18.2
220168001312,LORANGER HIGH SCHOOL,177,40,217,494,0,2,64,428,18.2,LORANGER HIGH SCHOOL,191,69,260,563,2,2,67,491,19.5
220168001313,MIDWAY ELEMENTARY SCHOOL,449,62,511,604,2,29,258,314,18.2,MIDWAY ELEMENTARY SCHOOL,504,74,578,692,3,43,312,333,18.2
220168001315,NATALBANY ELEMENTARY SCHOOL,338,49,387,482,2,21,213,246,17.7,NATALBANY ELEMENTARY SCHOOL,355,49,404,495,3,24,232,236,16.8
220168001316,LUCILLE NESOM MIDDLE SCHOOL,335,49,384,485,2,22,192,268,19.6,LUCILLE NESOM MIDDLE SCHOOL,293,42,335,438,1,21,185,231,17
220168001317,PONCHATOULA JUNIOR HIGH SCHOOL,312,73,385,744,5,4,181,553,20.6,PONCHATOULA JUNIOR HIGH SCHOOL,284,56,340,692,2,7,141,540,18.1
220168001319,PONCHATOULA HIGH SCHOOL,359,128,487,1464,10,12,219,1220,19.3,PONCHATOULA HIGH SCHOOL,445,131,576,1565,5,16,264,1278,20
220168001320,D.C. REEVES ELEMENTARY SCHOOL,345,57,402,698,3,7,177,509,18.5,D.C. REEVES ELEMENTARY SCHOOL,371,66,437,745,8,4,218,512,19
220168001321,ROSELAND ELEMENTARY SCHOOL,261,3,264,269,0,4,259,6,15.8,ROSELAND ELEMENTARY SCHOOL,252,10,262,265,0,3,253,9,13.9
220168001322,SOUTHEASTERN LA UNIVERSITY LAB SCHOOL,42,20,62,224,8,17,50,147,22.4,SOUTHEASTERN LA UNIVERSITY LAB SCHOOL,47,17,64,227,8,13,50,154,22
220168001323,SPRING CREEK ELEMENTARY SCHOOL,271,44,315,450,0,3,114,332,17.9,SPRING CREEK ELEMENTARY SCHOOL,224,33,257,381,3,4,89,284,15.5
220168001324,TUCKER MEMORIAL ELEMENTARY SCHOOL,357,55,412,688,6,4,208,469,19,TUCKER MEMORIAL ELEMENTARY SCHOOL,349,44,393,656,8,6,175,466,16.6
220168001325,MARTHA VINYARD ELEMENTARY SCHOOL,256,62,318,625,2,4,140,478,18.3,MARTHA VINYARD ELEMENTARY SCHOOL,293,51,344,668,3,12,158,491,19.400000000000002
220168001326,WEST SIDE MIDDLE SCHOOL,423,45,468,588,1,2,394,190,17.9,WEST SIDE MIDDLE SCHOOL,454,40,494,600,2,0,438,160,17.400000000000002
220168001364,NORTHWOOD HIGH SCHOOL,179,11,190,231,0,0,197,34,12.8,NORTHWOOD HIGH SCHOOL,148,8,156,184,0,0,167,17,12.3
220168001840,JEWEL M. SUMNER HIGH SCHOOL,366,72,438,675,0,8,169,498,18.5,JEWEL M. SUMNER HIGH SCHOOL,500,104,604,847,1,8,207,629,17.5
220168001841,PERRIN EARLY LEARNING CENTER,158,27,185,310,2,5,82,219,17.1,PERRIN EARLY LEARNING CENTER,158,28,186,337,6,6,84,241,16.8
220168001900,HAMMOND WESTSIDE UPPER ELEMENTARY SCHOOL,410,14,424,457,0,6,409,42,17.1,HAMMOND WESTSIDE UPPER ELEMENTARY SCHOOL,412,26,438,475,1,13,422,39,17.3
220168001901,HAMMOND EASTSIDE PRIMARY SCHOOL,280,13,293,317,2,0,293,22,13.6,HAMMOND EASTSIDE PRIMARY SCHOOL,355,14,369,422,2,9,345,64,14.9
220168001902,HAMMOND EASTSIDE UPPER ELEMENTARY SCHOOL,255,13,268,289,2,0,258,29,12.4,HAMMOND EASTSIDE UPPER ELEMENTARY SCHOOL,277,10,287,309,3,2,273,30,15.5
220168001951,LORANGER MIDDLE SCHOOL,267,75,342,587,2,7,82,496,19.6,LORANGER MIDDLE SCHOOL,268,70,338,600,3,4,73,519,18.3
220168001990,TANGIPAHOA PARISH PM HIGH SCHOOL,24,0,24,69,0,0,36,33,32.9,TANGIPAHOA PARISH PM HIGH SCHOOL,15,0,15,63,1,1,35,26,7.8
220168001991,WOODLAND PARK EARLY LEARNING CENTER,332,22,354,370,3,7,322,38,16,WOODLAND PARK EARLY LEARNING CENTER,417,22,439,455,1,10,407,37,15.1
220168002008,HAMMOND WESTSIDE PRIMARY SCHOOL,426,20,446,471,2,12,413,44,15.5,HAMMOND WESTSIDE PRIMARY SCHOOL,485,22,507,534,5,13,466,50,16.9
220171001328,DAVIDSON HIGH SCHOOL,177,5,182,190,0,0,184,6,10.7,TENSAS HIGH SCHOOL,219,12,231,257,0,3,243,11,12.1
220171001329,LISBON ELEMENTARY SCHOOL,67,2,69,108,0,1,100,7,11.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220171001330,NEWELLTON HIGH SCHOOL,302,9,311,394,0,13,327,54,13.3,NEWELLTON ELEMENTARY SCHOOL,209,13,222,239,0,10,211,18,13.1
220171001332,TENSAS ELEMENTARY SCHOOL,144,3,147,202,0,0,183,19,15.3,TENSAS ELEMENTARY SCHOOL,284,5,289,316,0,3,289,24,17.3
220174000966,JUVENILE DETENTION CENTER ALTERNATIVE SCHOOL,3,0,3,21,0,0,10,7,10.5,JUVENILE DETENTION CENTER ALTERNATIVE SCHOOL,-1,-1,-1,21,0,0,11,7,7
220174001334,ACADIAN ELEMENTARY SCHOOL,464,76,540,711,9,17,281,343,13.8,ACADIAN ELEMENTARY SCHOOL,448,95,543,717,6,26,266,331,12.6
220174001335,BAYOU BLACK ELEMENTARY SCHOOL,88,19,107,149,0,2,56,83,11.5,BAYOU BLACK ELEMENTARY SCHOOL,93,14,107,148,0,1,54,83,10.9
220174001336,BOUDREAUX CANAL/LITTLE CAILLOU SCHOOL,94,21,115,151,1,1,3,134,10.3,BOUDREAUX CANAL/LITTLE CAILLOU SCHOOL,69,16,85,116,1,0,1,106,11
220174001337,BOURG ELEMENTARY SCHOOL,110,59,169,367,0,4,11,305,13.5,BOURG ELEMENTARY SCHOOL,126,49,175,382,0,5,17,302,13.9
220174001338,H. L. BOURGEOIS HIGH SCHOOL,318,101,419,968,8,12,258,676,17.4,H. L. BOURGEOIS HIGH SCHOOL,383,72,455,1044,10,13,309,692,17.3
220174001339,BROADMOOR ELEMENTARY SCHOOL,208,55,263,617,10,9,86,492,15.1,BROADMOOR ELEMENTARY SCHOOL,235,66,301,659,2,10,114,507,14.5
220174001340,CALDWELL MIDDLE SCHOOL,315,62,377,564,8,5,252,290,16.1,CALDWELL MIDDLE SCHOOL,362,69,431,574,6,3,265,290,14.6
220174001341,COTEAU-BAYOU BLUE ELEMENTARY SCHOOL,334,101,435,623,0,23,65,493,14.3,COTEAU-BAYOU BLUE ELEMENTARY SCHOOL,372,95,467,654,0,29,97,471,13.700000000000001
220174001342,DULARGE ELEMENTARY SCHOOL,113,14,127,168,0,5,29,110,10.4,DULARGE ELEMENTARY SCHOOL,93,20,113,154,0,3,34,98,11.9
220174001343,DULARGE MIDDLE SCHOOL,138,33,171,227,0,2,52,139,13.8,DULARGE MIDDLE SCHOOL,139,33,172,240,0,3,56,152,12.6
220174001344,EAST HOUMA ELEMENTARY SCHOOL,282,30,312,355,14,8,172,135,14.3,EAST HOUMA ELEMENTARY SCHOOL,257,41,298,330,5,13,179,107,12.8
220174001346,ELLENDER MEMORIAL HIGH SCHOOL,650,129,779,1178,41,19,408,541,16.6,ELLENDER MEMORIAL HIGH SCHOOL,593,113,706,1019,33,24,360,428,14.8
220174001347,ELYSIAN FIELDS MIDDLE SCHOOL,330,50,380,456,9,14,192,205,15,ELYSIAN FIELDS MIDDLE SCHOOL,319,47,366,433,5,13,207,175,14.4
220174001348,EVERGREEN JUNIOR HIGH SCHOOL,460,112,572,1149,9,12,292,798,17.4,EVERGREEN JUNIOR HIGH SCHOOL,507,108,615,1083,11,18,306,718,16.5
220174001349,GIBSON ELEMENTARY SCHOOL,135,12,147,179,0,0,105,69,9.5,GIBSON ELEMENTARY SCHOOL,120,19,139,161,0,1,87,68,9
220174001350,GRAND CAILLOU ELEMENTARY SCHOOL,295,65,360,424,8,6,57,172,12.5,GRAND CAILLOU ELEMENTARY SCHOOL,304,54,358,400,7,4,66,150,13.200000000000001
220174001351,GREENWOOD MIDDLE SCHOOL,118,17,135,197,0,0,99,90,16.4,GREENWOOD MIDDLE SCHOOL,117,20,137,176,0,0,93,78,13.4
220174001352,HONDURAS ELEMENTARY SCHOOL,213,16,229,265,0,10,149,87,10.7,HONDURAS ELEMENTARY SCHOOL,201,18,219,260,0,21,139,78,10.5
220174001353,HOUMA JUNIOR HIGH SCHOOL,423,107,530,1179,15,16,368,714,17.8,HOUMA JUNIOR HIGH SCHOOL,380,113,493,1052,13,22,342,625,15.700000000000001
220174001354,LACACHE MIDDLE SCHOOL,199,57,256,450,2,0,37,392,16.5,LACACHE MIDDLE SCHOOL,213,72,285,462,2,2,26,414,16
220174001355,LEGION PARK MIDDLE SCHOOL,188,28,216,252,0,2,163,80,13.8,LEGION PARK MIDDLE SCHOOL,165,18,183,202,0,3,125,69,11.200000000000001
220174001356,LISA PARK ELEMENTARY SCHOOL,181,81,262,592,10,13,101,446,14.1,LISA PARK ELEMENTARY SCHOOL,207,109,316,646,8,18,128,464,15.3
220174001358,MONTEGUT ELEMENTARY SCHOOL,127,22,149,219,0,1,9,180,12.1,MONTEGUT ELEMENTARY SCHOOL,104,37,141,208,0,2,6,151,10.6
220174001359,MONTEGUT MIDDLE SCHOOL,232,85,317,593,0,5,11,464,17.2,MONTEGUT MIDDLE SCHOOL,216,64,280,532,0,5,10,424,16
220174001360,MULBERRY ELEMENTARY SCHOOL,89,33,122,661,16,14,51,569,15.6,MULBERRY ELEMENTARY SCHOOL,112,44,156,820,24,14,52,716,14.8
220174001361,OAKLAWN JUNIOR HIGH SCHOOL,351,51,402,556,12,10,247,242,15.2,OAKLAWN JUNIOR HIGH SCHOOL,373,65,438,566,16,17,263,225,15.1
220174001362,OAKSHIRE ELEMENTARY SCHOOL,319,69,388,585,1,7,133,416,12.8,OAKSHIRE ELEMENTARY SCHOOL,271,89,360,593,1,13,116,441,13
220174001363,POINTE-AUX-CHENES ELEMENTARY SCHOOL,77,29,106,169,0,1,1,107,9,POINTE-AUX-CHENES ELEMENTARY SCHOOL,76,20,96,151,0,2,1,99,11
220174001365,SCHRIEVER ELEMENTARY SCHOOL,364,62,426,599,1,4,278,309,12.9,SCHRIEVER ELEMENTARY SCHOOL,386,57,443,608,3,9,293,291,13
220174001366,SOUTHDOWN ELEMENTARY SCHOOL,427,38,465,511,8,10,380,97,11.8,SOUTHDOWN ELEMENTARY SCHOOL,434,38,472,524,6,8,385,108,11.4
220174001367,SOUTH TERREBONNE HIGH SCHOOL,405,116,521,1165,10,7,144,889,17.8,SOUTH TERREBONNE HIGH SCHOOL,390,118,508,1176,7,12,164,882,17.5
220174001368,TERREBONNE HIGH SCHOOL,277,64,341,980,11,14,269,649,18.2,TERREBONNE HIGH SCHOOL,358,86,444,1111,15,16,325,708,20.7
220174001370,UPPER LITTLE CAILLOU ELEMENTARY SCHOOL,220,78,298,490,3,1,47,396,14,UPPER LITTLE CAILLOU ELEMENTARY SCHOOL,190,63,253,413,8,5,40,327,12.5
220174001372,WEST PARK ELEMENTARY SCHOOL,225,30,255,291,0,3,174,105,10.5,WEST PARK ELEMENTARY SCHOOL,204,26,230,258,1,2,155,88,9.700000000000001
220174001503,VILLAGE EAST ELEMENTARY SCHOOL,306,32,338,388,15,6,215,117,13.7,VILLAGE EAST ELEMENTARY SCHOOL,291,39,330,369,13,6,191,128,12.6
220174001592,EAST STREET SCHOOL,22,3,25,36,0,1,12,17,3.5,EAST STREET SCHOOL,34,-1,36,42,0,0,20,17,3.1
220174001653,SCHOOL FOR EXCEPTIONAL CHILDREN/TARC,26,5,31,54,1,0,16,30,3.1,SCHOOL FOR EXCEPTIONAL CHILDREN/TARC,23,-1,25,38,1,0,12,20,3
